Código;Procedimento 
408030054;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR TRES NIVEIS - INCLUI INSTRUMENTACAO
408030062;ARTRODESE CERVICAL ANTERIOR TRES NIVEIS
408030070;ARTRODESE CERVICAL ANTERIOR DOIS NIVEIS
408030089;ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL
408030097;ARTRODESE CERVICAL ANTERIOR CINCO NIVEIS
408030100;ARTRODESE CERVICAL ANTERIOR QUATRO NIVEIS
408030119;ARTRODESE CERVICAL ANTERIOR UM NIVEL
408030135;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NIVEL
408030143;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NIVEIS
408030151;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NIVEIS
408030160;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NIVEIS
408030259;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS, INCLUI INSTRUMENTACAO
408030267;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR (UM NIVEL - INCLUI INSTRUMENTACAO)
408030275;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR (TRES NIVEIS - INCLUI INSTRUMENTACAO)
408030283;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NIVEIS, INCLUI INSTRUMENTACAO
408030291;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NIVEIS, INCLUI INSTRUMENTACAO
408030305;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NIVEIS, INCLUI INSTRUMENTACAO
408030313;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NIVEIS, INCLUI INSTRUMENTACAO
408030321;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS, INCLUI INSTRUMENTACAO
408030380;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NIVEL C/ MICROSCOPIO)
408030399;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL)
408030402;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NIVEIS)
408030410;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NIVEIS C/ MICROSCOPIO)
408030445;DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NIVEIS)
408030453;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR  (C/ 2 OU MAIS NIVEIS)
408030461;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NIVEL)
408030470;DRENAGEM CIRURGICA DO PSOAS
408030488;INSTALACAO DE TRACAO CRANIANA
408030518;RESSECCAO DE 2 OU MAIS CORPOS VERTEBRAIS TORACO-LOMBO-SACROS (INCLUI RECONSTRUCAO)
408030534;RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)
408030542;RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (ATE 2 SEGMENTOS)
408030615;REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTOSE DA COLUNA TORACO-LOMBO-SACRA ANTERIOR
408030631;REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTROSE DA COLUNA TORACO-LOMBO-SACRA POSTERIOR
408030658;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERO-POSTERIOR NOVE OU MAIS NIVEIS
408030674;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR QUATRO NIVEIS
408030704;VERTEBROPLASTIA POR DISPOSITIVO GUIADO EM UM NIVEL
408030739;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS
408030755;TRATAMENTO CIRURGICO DE TORCICOLO CONGENITO
408030763;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NIVEIS
408030771;TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO
408030780;VERTEBROPLASTIA POR DISPOSITIVO GUIADO DOIS NIVEIS
408030798;VERTEBROPLASTIA POR DISPOSITIVO GUIADO TRES NIVEIS
408030801;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS
408030828;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NIVEIS
408030836;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR DOIS NIVEIS
408030852;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR CINCO NIVEIS
408030860;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SEIS NIVEIS
408030895;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOIS NIVEIS
408030909;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SETE NIVEIS
408030917;ARTRODESE CERVICAL / CERVICO TORACICA POSTERIOR QUATRO NIVEIS INCLUI INSTRUMENTACAO
408040041;ARTROPLASTIA DE QUADRIL (NAO CONVENCIONAL)
408040050;ARTROPLASTIA DE QUADRIL PARCIAL
408040068;ARTROPLASTIA TOTAL DE QUADRIL (CONVERSAO)
408040076;ARTROPLASTIA TOTAL DE QUADRIL (REVISAO / RECONSTRUCAO)
408040084;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA
408040092;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA
408040122;EPIFISIODESE DO TROCANTER MAIOR DO FEMUR
408040130;EPIFISIODESE FEMORAL PROXIMAL IN SITU
408040149;OSTECTOMIA DA PELVE
408040157;OSTEOTOMIA DA PELVE
408040165;RECONSTRUCAO OSTEOPLASTICA DO QUADRIL
408040173;REDUCAO INCRUENTA C/ MANIPULACAO DE LUXACAO ESPONTANEA / PROGRESSIVA DO QUADRIL P/ APLICAO DE DISPOSITIVOS DE CONTENCAO
408040181;REDUCAO INCRUENTA DE LUXACAO CONGENITA COXO FEMORAL
408040190;REDUCAO INCRUENTA DE LUXACAO COXO-FEMORAL TRAUMATICA / POS-ARTROPLASTIA
408040203;REDUCAO INCRUENTA DISJUNCAO / LUXACAO / FRATURA / FRATURA-LUXACAO AO NIVEL DO ANEL PELVICO
408040211;RETIRADA DE ENXERTO AUTOGENO DE ILIACO
408040238;TRANSPOSICAO / TRANSFORMACAO MIOTENDINOSA DO PSOAS EM NEUROMUSCULAR
408040254;TRATAMENTO CIRURGICO DE ASSOCIACAO FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO
408040262;TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO ANTERO/POSTERIOR
408040289;TRATAMENTO CIRURGICO DE FRATURA / LUXACAO COXO-FEMORAL C/ FRATURA DA EPIFISE FEMORAL
408040297;TRATAMENTO CIRURGICO DE FRATURA DO ACETABULO
408040319;TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DA ARTICULACAO COXO-FEMORAL (DUPLO ACESSO)
408040327;TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL CONGENITA
408040335;TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL TRAUMATICA / POS-ARTROPLASTIA
408040343;TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL
408050012;AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES
408050020;AMPUTACAO / DESARTICULACAO DE PE E TARSO
408050039;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR
408050047;ARTROPLASTIA DE JOELHO (NAO CONVENCIONAL)
408050055;ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO
408050063;ARTROPLASTIA TOTAL PRIMARIA DO JOELHO
408050080;FASCIOTOMIA DE MEMBROS INFERIORES
408050098;INSTALACAO DE TRACAO ESQUELETICA DO MEMBRO INFERIOR
408050101;PATELECTOMIA TOTAL OU PARCIAL
408050110;QUADRICEPSPLASTIA
408050128;REALINHAMENTO DO MECANISMO EXTENSOR DO JOELHO
408050136;RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL
408050144;RECONSTRUCAO LIGAMENTAR DO TORNOZELO
408050152;RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO
408050160;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR)
408050179;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR C/ OU S/ ANTERIOR)
408050195;REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE
408050209;REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS
408050217;REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO
408050225;REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA
408050233;REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA PROXIMAL DO FEMUR
408050250;REDUCAO INCRUENTA DE FRATURA OU LESAO FISARIA DO JOELHO
408050268;REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO
408050276;REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR
408050284;REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO SUBTALAR E INTRATARSICA
408050292;REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA
408050322;REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO
408050330;REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)
408050349;REVISAO CIRURGICA DO PE TORTO CONGENITO
408050357;SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN)
408050373;TENOSINOVECTOMIA EM MEMBRO INFERIOR
408050390;TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR
408050411;TRANSPOSICAO DA FIBULA PARA A TIBIA
408050446;TRATAMENTO CIRURGICO DE COALIZAO TARSAL
408050454;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE
408050462;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS
408050470;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS
408050489;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)
408050497;TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO
408050500;TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA
408050519;TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR
408050527;TRATAMENTO CIRURGICO DE FRATURA DA PATELA POR FIXACAO INTERNA (PATELECTOMIA)
408050535;TRATAMENTO CIRURGICO DE FRATURA DO CALCANEO
408050543;TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL
408050551;TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL
408050560;TRATAMENTO CIRURGICO DE FRATURA DO TALUS
408050578;TRATAMENTO CIRURGICO DE FRATURA DO TORNOZELO UNIMALEOLAR
408050586;TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA / DOS CONDILOS DO FEMUR
408050594;TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA AO NIVEL DO JOELHO
408050608;TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA
408050616;TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA
408050624;TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA DO FEMUR (METAFISE DISTAL)
408050632;TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA
408050659;TRATAMENTO CIRURGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
408050667;TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)
408050675;TRATAMENTO CIRURGICO DE LESAO EVOLUTIVA FISARIA NO MEMBRO INFERIOR
408050683;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO AO NIVEL DO JOELHO
408050691;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTER-FALANGIANA
408050705;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO SUBTALAR E INTRA-TARSICA
408050713;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO TARSO-METATARSICA
408050730;TRATAMENTO CIRURGICO DE PE CAVO
408050748;TRATAMENTO CIRURGICO DE PE PLANO VALGO
408050756;TRATAMENTO CIRURGICO DE PE TALO VERTICAL
408050764;TRATAMENTO CIRURGICO DE PE TORTO CONGENITO
408050772;TRATAMENTO CIRURGICO DE PE TORTO CONGENITO (INVETERADO)
408050780;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA AO NIVEL DO TARSO
408050799;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE DO FEMUR
408050802;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA REGIAO TROCANTERIANA (COLO DO FEMUR)
408050810;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO COLO DO FEMUR
408050829;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO PE
408050837;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA METAFISE DISTAL DO FEMUR
408050845;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO AO NIVEL DO JOELHO
408050853;TRATAMENTO CIRURGICO DE PSEUDARTROSE CONGENITA DA TIBIA
408050861;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE TIBIAL
408050870;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO/ PERDA OSSEA DA METAFISE TIBIAL
408050888;TRATAMENTO CIRURGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL
408050896;TRATAMENTO CIRURGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL
408050900;TRATAMENTO CIRURGICO DO HALUX RIGIDUS
408050918;TRATAMENTO CIRURGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
408050926;TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO
408060018;ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO
408060026;ALONGAMENTO E/OU TRANSPORTE DE OSSEO DOS OSSOS CURTOS OU LONGOS DA MAO E DO PE
408060034;ALONGAMENTO E/OU TRANSPORTE OSSEO DE OSSOS LONGOS (EXCETO DA MAO E DO PE)
408060042;AMPUTACAO / DESARTICULACAO DE DEDO
408060050;ARTRODESE DE PEQUENAS ARTICULACOES
408060069;ARTROPLASTIA DE RESSECCAO DE MEDIA / GRANDE ARTICULACAO
408060077;ARTROPLASTIA DE RESSECCAO DE PEQUENAS ARTICULACOES
408060085;BURSECTOMIA
408060093;DESCOMPRESSAO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA
408060107;DIAFISECTOMIA DE OSSOS LONGOS
408060115;ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MAO E DO PE
408060123;EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE MEDIAS / GRANDES ARTICULACOES
408060131;EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULACOES
408060140;FASCIECTOMIA
408060158;MANIPULACAO ARTICULAR
408060166;OSTECTOMIA DE OSSOS LONGOS E CURTOS DA MAO E DO PE
408060174;OSTECTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE
408060182;OSTEOTOMIA DE OSSOS LONGOS E CURTOS DA MAO E DO PE
408060190;OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE
408060204;REINSERCAO MUSCULAR
408060212;RESSECCAO DE CISTO SINOVIAL
408060239;RESSECCAO DE TUMOR E RECONSTRUCAO C/ RETALHO MICROCIRURGICO
408060247;RESSECCAO DE TUMOR E RECONSTRUCAO C/ RETALHO NAO MICROCIRURGICO (EXCETO MAO E PE)
408060255;RESSECCAO DE TUMOR E RECONSTRUCAO C/ TRANSPORTE OSSEO
408060263;RESSECCAO DE TUMOR OSSEO C/ SUBSTITUICAO (ENDOPROTESE)
408060271;RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO C/ ENXERTO
408060280;RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO C/ RETALHO NAO MICROCIRURGICO (APENAS MAO E PE)
408060301;RESSECCAO MUSCULAR
408060310;RESSECCAO SIMPLES DE TUMOR OSSEO / DE PARTES MOLES
408060328;RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR
408060336;RETIRADA DE CORPO ESTRANHO INTRA-OSSEO
408060344;RETIRADA DE ESPACADORES / OUTROS MATERIAIS
408060352;RETIRADA DE FIO OU PINO INTRA-OSSEO
408060360;RETIRADA DE FIXADOR EXTERNO
408060379;RETIRADA DE PLACA E/OU PARAFUSOS
408060387;RETIRADA DE PROTESE DE SUBSTITUICAO DE GRANDES ARTICULACOES (OMBRO / COTOVELO / QUADRIL / JOELHO)
408060409;RETIRADA DE TRACAO TRANS-ESQUELETICA
408060417;RETRACAO CICATRICIAL DOS DEDOS C/ COMPROMETIMENTO TENDINOSO (POR DEDO)
408060425;REVISAO CIRURGICA DE COTO DE AMPUTACAO DOS DEDOS
408060433;TENODESE
408060441;TENOLISE
408060450;TENOMIORRAFIA
408060468;TENOMIOTOMIA / DESINSERCAO
408060476;TENOPLASTIA OU ENXERTO DE TENDAO UNICO
408060484;TENORRAFIA UNICA EM TUNEL OSTEO-FIBROSO
408060506;TRANSPLANTE DO SEGUNDO PODODACTILIO P/ POLEGAR / QUALQUER OUTRO DEDO DA MAO
408060514;TRANSPLANTE MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO / EXTREMIDADE
408060522;TRANSPLANTE OSTEO-MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO OU EXTREMIDADES
408060530;TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA MULTIPLA
408060549;TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA UNICA
408060557;TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA (GRANDES E MEDIAS ARTICULACOES)
408060565;TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULACOES
408060573;TRATAMENTO CIRURGICO DE DEDO EM MARTELO / EM GARRA (MAO E PE)
408060581;TRATAMENTO CIRURGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR
408060590;TRATAMENTO CIRURGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MAO E DO PE
408060620;TRATAMENTO CIRURGICO DE INFECCAO POS-ARTROPLASTIA (GRANDES ARTICULACOES)
408060638;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO INTER-FALANGEANA
408060646;TRATAMENTO CIRURGICO DE MAO OU PE EM FENDA / DEDO BIFIDO / MACRODACTILIA
408060662;TRATAMENTO CIRURGICO DE POLIDECTILIA ARTICULADA
408060670;TRATAMENTO CIRURGICO DE RETRACAO MUSCULAR
408060697;TRATAMENTO CIRURGICO DE SINDACTILIA COMPLEXA (C/ FUSAO OSSEA)
408060700;TRATAMENTO CIRURGICO DE SINDACTILIA SIMPLES (DOIS DEDOS)
408060719;VIDEOARTROSCOPIA
409010022;CISTECTOMIA PARCIAL
409010049;CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO
409010057;CISTOENTEROPLASTIA
409010065;CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA
409010073;CISTOPLASTIA (CORRECAO DE EXTROFIA VESICAL)
409010081;CISTORRAFIA
409010090;CISTOSTOMIA
409010120;DIVERTICULECTOMIA VESICAL
409010138;DRENAGEM DE ABSCESSO RENAL / PERI-RENAL
409010146;EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL
409010170;INSTALACAO ENDOSCOPICA DE CATETER DUPLO J
409010189;LITOTRIPSIA
409010197;LOMBOTOMIA
409010200;NEFRECTOMIA PARCIAL
409010219;NEFRECTOMIA TOTAL
409010227;NEFROLITOTOMIA
409010235;NEFROLITOTOMIA PERCUTANEA
409010260;NEFRORRAFIA
409010286;NEFROSTOMIA C/ OU S/ DRENAGEM
409010294;NEFROSTOMIA PERCUTANEA
409010308;NEFROURETERECTOMIA TOTAL
409010316;PIELOLITOTOMIA
409010324;PIELOPLASTIA
409010359;PUNCAO / ASPIRACAO DA BEXIGA
409010367;RESSECCAO DO COLO VESICAL / TUMOR VESICAL A CEU ABERTO
409010375;RESSECCAO ENDOSCOPICA DA EXTREMIDADE DISTAL DO URETER
409010383;RESSECCAO ENDOSCOPICA DE LESAO VESICAL
409010391;RETIRADA PERCUTANEA DE CALCULO URETERAL C/ CATETER
409010413;TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA
409010430;TRATAMENTO CIRURGICO DE CISTOCELE
409010464;TRATAMENTO CIRURGICO DE FISTULA VESICO-RETAL
409010472;TRATAMENTO CIRURGICO DE FISTULAS URETERAIS
409010480;TRATAMENTO CIRURGICO DE HEMORRAGIA VESICAL (FORMOLIZACAO DA BEXIGA)
409010499;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL
409010502;TRATAMENTO CIRURGICO DE REFLUXO VESICO-URETERAL
409010510;TRATAMENTO CIRURGICO DE URETEROCELE
409010529;URETERECTOMIA
409010537;URETEROCISTONEOSTOMIA
409010545;URETEROENTEROPLASTIA
409010553;URETEROENTEROSTOMIA
409010561;URETEROLITOTOMIA
409010570;URETEROPLASTIA
409010588;URETEROSTOMIA CUTANEA
409020010;DRENAGEM DE COLECAO PERI-URETRAL
409020028;DRENAGEM DE FLEIMAO URINOSO
409020044;INJECAO DE GORDURA / TEFLON PERI-URETRAL
409020052;LIGADURA / SECCAO DE VASOS ABERRANTES
409020079;MEATOTOMIA SIMPLES
409020095;RESSECCAO DE PROLAPSO DA MUCOSA DA URETRA
409020109;RESSECCAO E FECHAMENTO DE FISTULA URETRAL
409020125;URETROPLASTIA (RESSECCAO DE CORDA)
409020133;URETROPLASTIA AUTOGENA
409020141;URETROPLASTIA HETEROGENEA
409020168;URETROSTOMIA PERINEAL / CUTANEA / EXTERNA
409020176;URETROTOMIA INTERNA
409030023;PROSTATECTOMIA SUPRAPUBICA
409030031;PROSTATOVESICULECTOMIA RADICAL
409030040;RESSECCAO ENDOSCOPICA DE PROSTATA
409040010;DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL
409040037;EPIDIDIMECTOMIA
409040053;ESPERMATOCELECTOMIA
409040070;EXERESE DE CISTO DE EPIDIDIMO
409040088;EXERESE DE LESAO DO CORDAO ESPERMATICO
409040096;EXPLORACAO CIRURGICA DA BOLSA ESCROTAL
409040118;NEOSTOMIA DE EPIDIDIMO / CANAL DEFERENTE
409040126;ORQUIDOPEXIA BILATERAL
409040134;ORQUIDOPEXIA UNILATERAL
409040142;ORQUIECTOMIA SUBCAPSULAR BILATERAL
409040150;ORQUIECTOMIA UNI OU BILATERAL C/ ESVAZIAMENTO GANGLIONAR
409040169;ORQUIECTOMIA UNILATERAL
409040177;PLASTICA DA BOLSA ESCROTAL
409040185;REPARACAO E OPERACAO PLASTICA DO TESTICULO
409040193;RESSECCAO PARCIAL DA BOLSA ESCROTAL
409040215;TRATAMENTO CIRURGICO DE HIDROCELE
409040223;TRATAMENTO CIRURGICO DE TORCAO DO TESTICULO / DO CORDAO ESPERMATICO
409040231;TRATAMENTO CIRURGICO DE VARICOCELE
409040240;VASECTOMIA
409050032;CORRECAO DE HIPOSPADIA (1o TEMPO)
409050040;CORRECAO DE HIPOSPADIA (2o TEMPO)
409050075;PLASTICA TOTAL DO PENIS
409050083;POSTECTOMIA
409050091;REIMPLANTE DE PENIS
409050113;TRATAMENTO CIRURGICO DE PRIAPRISMO
409060011;CERCLAGEM DE COLO DO UTERO
409060020;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO
409060038;CONIZACAO
409060046;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO
409060054;CURETAGEM UTERINA EM MOLA HIDATIFORME
409060070;ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)
409060100;HISTERECTOMIA (POR VIA VAGINAL)
409060119;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL)
409060127;HISTERECTOMIA SUBTOTAL
409060135;HISTERECTOMIA TOTAL
409060143;HISTERECTOMIA TOTAL AMPLIADA (WERTHEIN-MEIGS)
409060151;HISTERECTOMIA VIDEOLAPAROSCOPICA
409060178;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO
409060186;LAQUEADURA TUBARIA
409060194;MIOMECTOMIA
409060208;MIOMECTOMIA VIDEOLAPAROSCOPICA
409060216;OOFORECTOMIA / OOFOROPLASTIA
409060232;SALPINGECTOMIA UNI / BILATERAL
409060240;SALPINGECTOMIA VIDEOLAPAROSCOPICA
409060259;SALPINGOPLASTIA
409060267;SALPINGOPLASTIA VIDEOLAPAROSCOPICA
409060275;TRAQUELOPLASTIA
409060283;TRATAMENTO CIRURGICO DE FISTULA VESICO-UTERINA
409070017;ALARGAMENTO DA ENTRADA VAGINAL
409070025;COLPECTOMIA
409070033;COLPOCLEISE (CIRURGIA DE LE FORT)
409070041;COLPOPERINEOCLEISE
409070050;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR
409070068;COLPOPERINEOPLASTIA POSTERIOR
409070076;COLPOPERINEORRAFIA NAO OBSTETRICA
409070084;COLPOPLASTIA ANTERIOR
409070092;COLPORRAFIA NAO OBSTETRICA
409070106;COLPOTOMIA
409070114;CONSTRUCAO DE VAGINA
409070122;DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE
409070130;EPISIOPERINEORRAFIA NAO OBSTETRICA
409070149;EXERESE DE CISTO VAGINAL
